hour_sin,hour_cos,is_weekend,is_peak_hour,is_night,temperature,rainfall_1h,wind_speed,visibility_norm,humidity,congestion_ratio,incident_count_norm,road_closure,person_count_norm,vehicle_count_norm,crowd_density,event_attendance_norm,event_rank_norm,social_signal_norm,risk_score
-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.6201001319079135,0.22394499871159299,0.07653575081054077,0.7468179945471389,0.9715028739078868,0.11752150720654389,0.2,0.0,0.029928071776586226,0.2095777671058378,0.0,0.12710520440583195,0.05094728198539533,0.0021081869116797883,0.1411
0.25881904510252074,0.9659258262890683,1.0,0.0,1.0,0.8668346274085311,0.008770452094672752,0.34096568653050857,0.7364647648330276,0.6152759332248204,0.3192991718455155,0.0,0.0,0.10693895239176839,0.0,0.015114957719206151,0.016787059639360856,0.08864407535916059,0.0056219524876953125,0.187
0.258819045102521,-0.9659258262890682,0.0,0.0,0.0,0.8859847691121882,0.02548136387666383,0.24842098057302234,0.7277426306759944,0.22544206049024612,0.20560297991339635,0.05,0.0,0.05751469546500173,0.1390036647214155,0.27896756268426987,0.02173179834121599,0.010528389668803283,0.016344395986122372,0.2197
0.9659258262890683,0.25881904510252074,1.0,0.0,1.0,0.4827825534195291,0.05954973479793733,0.1612726935824606,0.8847049956772851,0.3923375364110885,0.20672887740918824,0.0,0.0,0.21425307849674657,0.04567173727388084,0.015397529476526894,0.05051292336527102,0.008916660221645332,0.0006026691293104943,0.2501
1.2246467991473532e-16,-1.0,0.0,0.0,0.0,0.5657919978861548,0.2636976858609119,0.21917000018702457,0.6254443889225734,0.627319604876995,0.12170663583738732,0.05,0.0,0.02935027621938162,0.06455887666383031,0.075379912069856,0.025709252430079217,0.11406330591749597,0.01562682046316479,0.2116
-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.4750403161669719,0.14171697758507765,0.12692509181553915,0.7962220139008708,0.7834362367048358,0.1065577871025842,0.05,0.0,0.0,0.0,0.10585805842952155,0.03159809222271154,0.03297086307089782,0.04162110732566449,0.1785
0.0,1.0,0.0,0.0,1.0,0.8006055623444333,0.00013043179860058976,0.27061323795115677,0.5662687082578036,0.7374664828183659,0.2656210528242293,0.0,0.0,0.11885285312660639,0.10276762011786619,0.04405660755063217,0.054967888331732384,0.18655893472670357,0.023843401871451318,0.156
-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.0,0.6559476808627857,0.0019759537043054103,0.129609576991603,0.792557007694278,0.6161143564504983,0.4755391885268788,0.15,0.0,0.5006479753313559,0.49920961549572423,0.26164945083068064,0.03810173714496314,0.05014898227078405,0.018243948836033273,0.2722
0.25881904510252074,0.9659258262890683,0.0,0.0,1.0,0.6099556483186731,0.24725009374726148,0.37530884571209633,0.2737373508274591,0.5056723035719896,0.34448528820780655,0.0,0.0,0.029027100495764693,0.2848269431195162,0.09818561583115176,0.2116343128888256,0.19846053854741708,0.0016035941718210468,0.2071
0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0,0.8606854513738383,0.00505669464152671,0.05278180478287274,0.886692542288527,0.6617371779001378,0.35636229863362623,0.05,0.0,0.0,0.1371620481243287,0.10375234459336863,0.10984740637297828,0.013462975124985836,0.02381764988171498,0.2186
